gene_symbol	gene_dpi	gene_pli	protein_class	diseaseid	disease_semantic_type	score	ei	el	year_initial	year_final
ING2	0.654	0.72928	DTO_05007557	C0040963	Disease or Syndrome	0.01	1.0		2017	2017
PEX13	0.654	5.8959e-05		C0040963	Disease or Syndrome	0.01	1.0		2005	2005
TESC	0.692	0.10778		C0040963	Disease or Syndrome	0.01	1.0		2017	2017
CHPT1	0.846	0.00024252	DTO_05007624	C0040963	Disease or Syndrome	0.01	1.0		2004	2004
GRHL3	0.692	0.99292	DTO_05007542	C0040963	Disease or Syndrome	0.01	1.0		2018	2018
SHOX	0.654	0.66566		C0040963	Disease or Syndrome	0.01	1.0		2001	2001
SLC12A3	0.808	3.0324e-32	DTO_05007405	C0040963	Disease or Syndrome	0.01	1.0		2017	2017
SPINT1	0.577	1.0175e-05		C0040963	Disease or Syndrome	0.01	1.0		2003	2003
ST14	0.769	0.56042	DTO_05007624	C0040963	Disease or Syndrome	0.01	1.0		2003	2003
C1QBP	0.692	2.0164e-07		C0040963	Disease or Syndrome	0.01	1.0		2017	2017
TP53	0.962	0.53235	DTO_05007542	C0040963	Disease or Syndrome	0.01	1.0		2006	2006
TSC1	0.808	1.0		C0040963	Disease or Syndrome	0.01	1.0		2017	2017
DHDDS	0.885	0.24533	DTO_05007624	C0040963	Disease or Syndrome	0.01	1.0		2004	2004
CD8A	0.769	1.6806e-05		C0040963	Disease or Syndrome	0.01	1.0		2017	2017
POLR3A	0.769	1.2821e-23	DTO_05007624	C1866206	Finding	0.1				
GATA6	0.808	0.99709		C1866206	Finding	0.1				
PTPN11	0.923	0.99998		C1866206	Finding	0.1	1.0		2005	2018
JAG1	0.808	1.0		C0018798	Congenital Abnormality	0.43	0.857		1997	2013
GDF1	0.692	0.41237	DTO_05007599	C0018798	Congenital Abnormality	0.43	1.0		1997	2017
ZEB2	0.808	1.0	DTO_05007542	C0018798	Congenital Abnormality	0.41	1.0		2005	2007
MTHFR	0.885	3.2068e-10		C0018798	Congenital Abnormality	0.4	1.0		2001	2019
MAML3	0.577	0.99984	DTO_05007542	C0018798	Congenital Abnormality	0.4	1.0		2013	2013
TBX1	0.808	0.83661	DTO_05007542	C0018798	Congenital Abnormality	0.4	1.0		1996	2018
ABCB1	0.885	1.2564e-05	DTO_05007405	C0018798	Congenital Abnormality	0.33	1.0		2011	2019
VEGFA	0.923	2.4085e-05	DTO_05007599	C0018798	Congenital Abnormality	0.33	1.0		2006	2015
RCAN1	0.808	0.016675	DTO_05007599	C0018798	Congenital Abnormality	0.32	1.0		2004	2010
AHR	0.923	0.99999	DTO_05007542	C0018798	Congenital Abnormality	0.32	1.0		2009	2020
MYH6	0.615	1.5952e-32		C0018798	Congenital Abnormality	0.32	1.0		2010	2017
HAND2	0.5	0.39908		C0018798	Congenital Abnormality	0.32	1.0		1998	2013
ABL1	0.923	0.99998	DTO_03300101	C0018798	Congenital Abnormality	0.31	1.0		2017	2017
AFF4	0.769	1.0	DTO_05007542	C0018798	Congenital Abnormality	0.31	1.0		2015	2015
HIF1A	0.923	0.9777	DTO_05007542	C0018798	Congenital Abnormality	0.31	1.0		2007	2015
NPPB	0.808	9.8786e-06		C0018798	Congenital Abnormality	0.31	1.0		2005	2005
POU5F1	0.846	0.95371		C0018798	Congenital Abnormality	0.31	1.0		2015	2015
STRA6	0.731	1.5068e-10		C0018798	Congenital Abnormality	0.31	1.0		2007	2007
TGFB2	0.885	0.99905	DTO_05007599	C0018798	Congenital Abnormality	0.31	1.0		1997	2013
IRX5	0.846	0.9747	DTO_05007542	C0018798	Congenital Abnormality	0.3	1.0		2012	2012
STAG2	0.731	1.0	DTO_05007557	C0018798	Congenital Abnormality	0.3	1.0	strong	2015	2015
ECE1	0.769	0.95987	DTO_05007624	C0018798	Congenital Abnormality	0.3	1.0		1998	1999
EDN1	0.846	0.45504	DTO_05007599	C0018798	Congenital Abnormality	0.3	1.0		1998	1998
EDNRA	0.885	0.99158	DTO_02300001	C0018798	Congenital Abnormality	0.3	1.0		1998	1998
EYA1	0.731	0.94588		C0018798	Congenital Abnormality	0.3	1.0		2005	2005
BRD4	0.885	1.0	DTO_05007378	C0018798	Congenital Abnormality	0.3	1.0	strong	2019	2019
FOLR1	0.885	0.12642		C0018798	Congenital Abnormality	0.3	1.0		2007	2007
NIPBL	0.808	1.0	DTO_05007557	C0018798	Congenital Abnormality	0.3	1.0		2009	2009
GATA4	0.846	0.49308		C0018798	Congenital Abnormality	0.3	1.0		2003	2019
GNA11	0.731	0.88941	DTO_05007584	C0018798	Congenital Abnormality	0.3	1.0		1998	1998
GNAQ	0.808	0.98069	DTO_05007584	C0018798	Congenital Abnormality	0.3	1.0		1998	1998
GP1BB	0.769	0.51249		C0018798	Congenital Abnormality	0.3	1.0		2004	2004
HOXA1	0.769	0.28514		C0018798	Congenital Abnormality	0.3	1.0		2012	2012
HOXA3	0.538	0.9445		C0018798	Congenital Abnormality	0.3	1.0		1991	1991
MEIS2	0.808	0.99938	DTO_05007624	C0018798	Congenital Abnormality	0.3	1.0	strong	2018	2018
PITX2	0.808	0.97618		C0018798	Congenital Abnormality	0.3	1.0		1999	1999
SLC29A3	0.769	1.2925e-07	DTO_05007405	C0018798	Congenital Abnormality	0.3	1.0		2010	2010
THAS	0.808			C0018798	Congenital Abnormality	0.3	1.0		1985	1990
UFD1	0.769	0.99638		C0018798	Congenital Abnormality	0.3	1.0		1999	1999
TRRAP	0.692	1.0		C0018798	Congenital Abnormality	0.3	1.0		2017	2018
TRAF7	0.423	0.021819		C0018798	Congenital Abnormality	0.3	1.0		2015	2015
CAV3	0.692	0.0054565	DTO_05007584	C0018798	Congenital Abnormality	0.3	1.0		2010	2010
CBFB	0.538	0.9589		C0018798	Congenital Abnormality	0.3	1.0		2006	2006
KLF4	0.769	0.99714	DTO_05007557	C0018798	Congenital Abnormality	0.3	1.0		2010	2010
TMEM94	0.654	2.7548e-14		C0018798	Congenital Abnormality	0.3	1.0	strong	2018	2018
NKX2-5	0.692	0.94531	DTO_05007542	C0018798	Congenital Abnormality	0.28	1.0		2002	2018
DNMT1	0.885	1.0	DTO_05007378	C0018798	Congenital Abnormality	0.2	1.0		2013	2013
DNMT3A	0.846	7.3538e-39		C0018798	Congenital Abnormality	0.2	1.0		2013	2013
DNMT3B	0.846	0.19964		C0018798	Congenital Abnormality	0.2	1.0		2013	2013
RXRA	0.769	0.99852	DTO_00102000	C0018798	Congenital Abnormality	0.2				
SAP130	0.154	1.0		C0018798	Congenital Abnormality	0.2				
RAI1	0.731	1.0	DTO_05007542	C0018798	Congenital Abnormality	0.11	1.0		2007	2007
FGFR2	0.808	0.99731	DTO_03300101	C0018798	Congenital Abnormality	0.11	1.0		2006	2006
SMARCA4	0.885	1.0	DTO_05007378	C0018798	Congenital Abnormality	0.11	1.0		2012	2012
SOX9	0.846	0.99772		C0018798	Congenital Abnormality	0.11	1.0		2013	2013
TCOF1	0.808	0.9541		C0018798	Congenital Abnormality	0.11	1.0		2016	2016
ARID1A	0.846	1.0		C0018798	Congenital Abnormality	0.11	1.0		2016	2016
STX18-AS1	0.154			C0018798	Congenital Abnormality	0.1	1.0		2013	2013
EBP	0.846	0.93645	DTO_05007624	C0018798	Congenital Abnormality	0.1				
CERS1	0.385	0.096618		C0018798	Congenital Abnormality	0.1				
CIT	0.692	0.9997	DTO_03300101	C0018798	Congenital Abnormality	0.1				
CHRM3	0.885	0.99253	DTO_02300001	C0018798	Congenital Abnormality	0.1				
COL3A1	0.808	1.0		C0018798	Congenital Abnormality	0.1				
FANCA	0.731	1.5943e-68		C0018798	Congenital Abnormality	0.1				
FANCC	0.808	2.7921e-13		C0018798	Congenital Abnormality	0.1				
FANCD2	0.885	1.0974e-30		C0018798	Congenital Abnormality	0.1				
FANCE	0.808	1.5278e-06		C0018798	Congenital Abnormality	0.1				
POGZ	0.577	1.0	DTO_05007542	C0018798	Congenital Abnormality	0.1				
SETBP1	0.808	1.0		C0018798	Congenital Abnormality	0.1				
TCTN3	0.615	4.1528e-12		C0018798	Congenital Abnormality	0.1				
GATA3	0.846	0.89887		C0018798	Congenital Abnormality	0.1				
GCK	0.808	0.63464	DTO_03300101	C0018798	Congenital Abnormality	0.1				
GLI3	0.846	0.99999		C0018798	Congenital Abnormality	0.1				
SLC25A24	0.731	3.3527e-12	DTO_05007405	C0018798	Congenital Abnormality	0.1				
FAM149B1	0.423	2.4901e-13		C0018798	Congenital Abnormality	0.1				
ZFP57	0.577	0.00054557		C0018798	Congenital Abnormality	0.1				
INS	0.923	0.30091		C0018798	Congenital Abnormality	0.1				
PDX1	0.654	0.017775		C0018798	Congenital Abnormality	0.1				
KIF7	0.731	2.2711e-22		C0018798	Congenital Abnormality	0.1				
KCNJ11	0.615	0.010894	DTO_01300327	C0018798	Congenital Abnormality	0.1				
MID1	0.654	0.97967		C0018798	Congenital Abnormality	0.1				
TMEM216	0.615	0.0018855		C0018798	Congenital Abnormality	0.1				
PDE6D	0.577	0.006423	DTO_05007624	C0018798	Congenital Abnormality	0.1				
PLAGL1	0.769	0.9764		C0018798	Congenital Abnormality	0.1				
LRP1B	0.615	2.5267e-06		C0018798	Congenital Abnormality	0.1	1.0		2017	2017
PIGV	0.615	1.5131e-08		C0018798	Congenital Abnormality	0.1				
HYMAI	0.538			C0018798	Congenital Abnormality	0.1				
PEX2	0.654	0.00025931		C0018798	Congenital Abnormality	0.1				
PEX5	0.731	5.5557e-05	DTO_05007405	C0018798	Congenital Abnormality	0.1				
RAD51C	0.692	6.1906e-14		C0018798	Congenital Abnormality	0.1				
SAA1	0.808	0.01493	DTO_05007405	C0018798	Congenital Abnormality	0.1				
LMBR1	0.308	1.2575e-08	DTO_05007575	C0018798	Congenital Abnormality	0.1				
CPLANE1	0.692	5.8778e-36		C0018798	Congenital Abnormality	0.1				
SMARCB1	0.846	0.9971	DTO_05007557	C0018798	Congenital Abnormality	0.1				
STAT3	0.923	1.0	DTO_05007557	C0018798	Congenital Abnormality	0.1				
ABCC8	0.846	7.9571e-24	DTO_05007405	C0018798	Congenital Abnormality	0.1				
TBX5	0.769	0.99954	DTO_05007542	C0018798	Congenital Abnormality	0.1	1.0		1999	2019
TWIST1	0.846	0.34491	DTO_05007542	C0018798	Congenital Abnormality	0.1				
FAT4	0.808	1.0		C0018798	Congenital Abnormality	0.1				
ALG9	0.654	0.00064044	DTO_05007624	C0018798	Congenital Abnormality	0.1				
FRAS1	0.577	3.0802e-45		C0018798	Congenital Abnormality	0.1				
OFD1	0.808	0.95968		C0018798	Congenital Abnormality	0.1				
DCHS1	0.731	0.99997		C0018798	Congenital Abnormality	0.1				
SLC7A7	0.654	7.9543e-07	DTO_05007405	C0018798	Congenital Abnormality	0.1				
COG7	0.5	2.5926e-07		C0018798	Congenital Abnormality	0.1				
RECQL4	0.808	3.3132e-35	DTO_05007624	C0018798	Congenital Abnormality	0.1				
EIF2AK3	0.808	0.0027603	DTO_03300101	C0018798	Congenital Abnormality	0.1				
KIAA0753	0.577	1.5545e-28		C0018798	Congenital Abnormality	0.1				
MED12	0.769	1.0	DTO_05007542	C0018798	Congenital Abnormality	0.1				
PTPN11	0.923	0.99998		C0018798	Congenital Abnormality	0.09	1.0		2004	2018
GATA6	0.808	0.99709		C0018798	Congenital Abnormality	0.07	1.0		2010	2019
CHD7	0.846	1.0		C0018798	Congenital Abnormality	0.07	1.0		2003	2020
TAB2	0.654	0.99998		C0018798	Congenital Abnormality	0.06	1.0		2010	2018
GJA1	0.885	0.15523	DTO_05007527	C0018798	Congenital Abnormality	0.06	1.0		1997	2017
CHDH	0.769	1.685e-06	DTO_05007624	C0018798	Congenital Abnormality	0.06	0.833		2012	2019
CITED2	0.654	0.76271	DTO_05007542	C0018798	Congenital Abnormality	0.05	1.0		2005	2020
DGCR	0.538			C0018798	Congenital Abnormality	0.05	1.0		1996	2010
MED13L	0.538	1.0		C0018798	Congenital Abnormality	0.05	1.0		2003	2018
NR2F2	0.692	0.98972	DTO_00102000	C0018798	Congenital Abnormality	0.05	0.8		2011	2018
ZIC3	0.423	0.92495	DTO_05007542	C0018798	Congenital Abnormality	0.05	1.0		2004	2013
CRKL	0.769	0.44604		C0018798	Congenital Abnormality	0.04	1.0		2012	2016
ALDH2	0.885	3.3959e-10	DTO_05007624	C0018798	Congenital Abnormality	0.04	1.0		2011	2019
HTC2	0.808			C0018798	Congenital Abnormality	0.04	1.0		2007	2014
G6PC3	0.731	4.7177e-06		C0018798	Congenital Abnormality	0.04	1.0		2011	2015
COL6A1	0.731	0.99995	DTO_05007575	C0018798	Congenital Abnormality	0.03	1.0		1993	1995
CREBBP	0.808	1.0		C0018798	Congenital Abnormality	0.03	1.0		1999	2017
DSP	0.808	0.99978	DTO_05007530	C0018798	Congenital Abnormality	0.03	1.0		2010	2015
ELN	0.885	2.1429e-14		C0018798	Congenital Abnormality	0.03	1.0		1998	2016
FOXC1	0.846	0.95337	DTO_05007542	C0018798	Congenital Abnormality	0.03	1.0		2012	2016
HEY2	0.731	0.89343	DTO_05007542	C0018798	Congenital Abnormality	0.03	1.0		2002	2015
APOE	0.962	0.0018685		C0018798	Congenital Abnormality	0.03	1.0		2003	2014
MTRR	0.808	2.1794e-14		C0018798	Congenital Abnormality	0.03	1.0		2006	2014
NOS3	0.885	6.7246e-07		C0018798	Congenital Abnormality	0.03	0.667		2006	2015
NOTCH1	0.885	1.0		C0018798	Congenital Abnormality	0.03	1.0		2015	2020
TBX20	0.346	0.97302	DTO_05007542	C0018798	Congenital Abnormality	0.03	1.0		2009	2016
RAF1	0.885	0.85295	DTO_03300101	C0018798	Congenital Abnormality	0.03	1.0		2013	2019
ACTB	0.923	0.98564	DTO_05007530	C0018798	Congenital Abnormality	0.03	1.0		1999	2017
SOX11	0.808	0.85844	DTO_05007542	C0018798	Congenital Abnormality	0.03	0.667		2010	2018
CRELD1	0.269	1.3432e-11	DTO_05007616	C0018798	Congenital Abnormality	0.03	1.0		2010	2015
MKKS	0.692	2.1265e-09		C0018798	Congenital Abnormality	0.03	1.0		2002	2017
ACVR1	0.731	0.3254	DTO_03300101	C0018798	Congenital Abnormality	0.03	1.0		2009	2018
HCN4	0.269	0.99867	DTO_01300327	C0018798	Congenital Abnormality	0.02	1.0		2016	2016
COL6A2	0.692	6.5112e-08	DTO_05007575	C0018798	Congenital Abnormality	0.02	1.0		1993	2011
DSCAM	0.385	1.0		C0018798	Congenital Abnormality	0.02	1.0		2010	2011
JARID2	0.577	0.99999	DTO_05007542	C0018798	Congenital Abnormality	0.02	1.0		2004	2012
ARSD	0.808	0.0016285	DTO_05007624	C0018798	Congenital Abnormality	0.02	1.0		1987	2007
MEF2C	0.769	0.017256	DTO_05007542	C0018798	Congenital Abnormality	0.02	1.0		2016	2017
MTHFD1	0.769	0.0044614	DTO_05007624	C0018798	Congenital Abnormality	0.02	1.0		2009	2013
MTR	0.808	2.4301e-12		C0018798	Congenital Abnormality	0.02	1.0		2004	2007
MYH7	0.692	4.2385e-16		C0018798	Congenital Abnormality	0.02	1.0		2011	2017
RERE	0.846	1.0		C0018798	Congenital Abnormality	0.02	1.0		2015	2018
NFATC1	0.731	0.15652	DTO_05007542	C0018798	Congenital Abnormality	0.02	1.0		2012	2014
ADA2	0.846	8.1396e-08	DTO_05007624	C0018798	Congenital Abnormality	0.02	1.0		2000	2018
DGCR8	0.731	0.99973		C0018798	Congenital Abnormality	0.02	1.0		2003	2019
ACTA2	0.846	0.93017	DTO_05007530	C0018798	Congenital Abnormality	0.02	1.0		2015	2017
RIT1	0.808	0.13281	DTO_05007584	C0018798	Congenital Abnormality	0.02	1.0		2013	2018
BMPR1A	0.731	0.90333	DTO_03300101	C0018798	Congenital Abnormality	0.02	1.0		2012	2019
SMN2	0.769	0.10337		C0018798	Congenital Abnormality	0.02	1.0		2008	2012
SOX4	0.808	0.92656	DTO_05007542	C0018798	Congenital Abnormality	0.02	0.5		2010	2014
TBX2	0.769	0.99329	DTO_05007542	C0018798	Congenital Abnormality	0.02	1.0		2010	2019
TDGF1	0.731	9.1591e-11	DTO_05007616	C0018798	Congenital Abnormality	0.02	1.0		2011	2016
ACTC1	0.538	0.73668	DTO_05007530	C0018798	Congenital Abnormality	0.02	1.0		2007	2015
TEK	0.692	1.0	DTO_03300101	C0018798	Congenital Abnormality	0.02	1.0		2004	2019
VWF	0.885	3.2187e-25	DTO_05007584	C0018798	Congenital Abnormality	0.02	1.0		2012	2017
SSPN	0.462	0.039646		C0018798	Congenital Abnormality	0.02	1.0		2017	2018
CDK13	0.692	0.90753	DTO_03300101	C0018798	Congenital Abnormality	0.02	1.0		2017	2018
CBS	0.885	3.0799e-05	DTO_05007624	C0018798	Congenital Abnormality	0.02	1.0		2007	2017
PDLIM1	0.423	0.0014717	DTO_05007530	C0018798	Congenital Abnormality	0.02	1.0		2007	2013
HAND1	0.308	0.10914		C0018798	Congenital Abnormality	0.02	1.0		2010	2020
DGCR2	0.731	5.1573e-06		C0018798	Congenital Abnormality	0.02	1.0		2002	2012
AOS	0.462			C0018798	Congenital Abnormality	0.01	1.0		2017	2017
CDH5	0.692	0.51314		C0018798	Congenital Abnormality	0.01	1.0		2019	2019
ADAR	0.808	0.026282	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2019	2019
KATNB1	0.346	1.4478e-05		C0018798	Congenital Abnormality	0.01	1.0		2017	2017
CECR	0.731			C0018798	Congenital Abnormality	0.01	1.0		2009	2009
MTHFS	0.5	0.00025842	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2017	2017
CELF2	0.692	0.99965		C0018798	Congenital Abnormality	0.01	1.0		2002	2002
PPARGC1A	0.885	0.9973	DTO_05007542	C0018798	Congenital Abnormality	0.01	1.0		2018	2018
ADAMTS13	0.769	5.1409e-15	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2017	2017
SMYD4	0.077	8.7782e-15		C0018798	Congenital Abnormality	0.01	1.0		2018	2018
CCDC151	0.577	3.4684e-15		C0018798	Congenital Abnormality	0.01	1.0		2014	2014
CCR6	0.808	0.0057867	DTO_02300001	C0018798	Congenital Abnormality	0.01	1.0		1994	1994
FBLN7	0.077	8.4159e-06		C0018798	Congenital Abnormality	0.01	1.0		2014	2014
CPA1	0.577	2.6567e-11	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2013	2013
CPB1	0.654	2.6104e-22	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2019	2019
CPS1	0.615	1.0947e-09	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2007	2007
MIB2	0.269	2.8024e-07	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2017	2017
SLC2A14	0.308	0.041173	DTO_05007405	C0018798	Congenital Abnormality	0.01	1.0		2016	2016
CST3	0.808	0.0039011		C0018798	Congenital Abnormality	0.01	1.0		2009	2009
GRK2	0.654	0.99998	DTO_03300101	C0018798	Congenital Abnormality	0.01	1.0		2018	2018
ACE	0.923	1.0344e-37	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2017	2017
PKD1L1	0.231	1.0852e-40	DTO_01300327	C0018798	Congenital Abnormality	0.01	1.0		2020	2020
SHFM5	0.115			C0018798	Congenital Abnormality	0.01	1.0		2008	2008
DNAH8	0.731	1.1489e-60	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2007	2007
TRDMT1	0.308	3.5589e-10		C0018798	Congenital Abnormality	0.01	1.0		2017	2017
DNTT	0.692	2.9548e-10	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2013	2013
AGRP	0.769	0.00069912	DTO_05007599	C0018798	Congenital Abnormality	0.01	1.0		2020	2020
APLNR	0.692	0.78907	DTO_02300001	C0018798	Congenital Abnormality	0.01	1.0		2014	2014
PHC1	0.692	0.99938	DTO_05007557	C0018798	Congenital Abnormality	0.01	1.0		2002	2002
MEGF8	0.538	1.9329e-05	DTO_05007584	C0018798	Congenital Abnormality	0.01	1.0		2012	2012
EGFR	0.885	0.36837	DTO_03300101	C0018798	Congenital Abnormality	0.01	1.0		2010	2010
ZNF778	0.038	7.1255e-06	DTO_05007542	C0018798	Congenital Abnormality	0.01	1.0		2017	2017
EIF4E	0.846	0.94133	DTO_05007557	C0018798	Congenital Abnormality	0.01	1.0		2007	2007
EMD	0.731	0.93178		C0018798	Congenital Abnormality	0.01	1.0		2007	2007
ENO1	0.885	1.914e-05	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2001	2001
EPO	0.885	0.01125		C0018798	Congenital Abnormality	0.01	1.0		2010	2010
F3	0.846	0.018872	DTO_05007575	C0018798	Congenital Abnormality	0.01	1.0		2002	2002
FABP3	0.692	0.44326		C0018798	Congenital Abnormality	0.01	1.0		2013	2013
SEMA3D	0.423	4.0219e-08	DTO_05007599	C0018798	Congenital Abnormality	0.01	1.0		2015	2015
FEN1	0.731	4.7743e-05	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		1999	1999
FGF10	0.692	0.93779	DTO_05007599	C0018798	Congenital Abnormality	0.01	1.0		2006	2006
FGFR1	0.885	0.99984	DTO_03300101	C0018798	Congenital Abnormality	0.01	1.0		2019	2019
PUF60	0.769	0.99677		C0018798	Congenital Abnormality	0.01	1.0		2013	2013
ZHX2	0.654	0.03372	DTO_05007542	C0018798	Congenital Abnormality	0.01	1.0		2019	2019
DAAM1	0.423	0.99918		C0018798	Congenital Abnormality	0.01	1.0		2012	2012
NCOA6	0.731	0.99913	DTO_05007557	C0018798	Congenital Abnormality	0.01	1.0		2014	2014
TBC1D9	0.846	2.8039e-05	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2011	2011
FLT4	0.808	1.0	DTO_03300101	C0018798	Congenital Abnormality	0.01	1.0		2012	2012
MGRN1	0.192	0.10393	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2009	2009
RPGRIP1L	0.769	4.083e-31	DTO_05007584	C0018798	Congenital Abnormality	0.01	1.0		2018	2018
DICER1	0.846	1.0	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		1994	1994
SIRT1	0.885	0.087326	DTO_05007378	C0018798	Congenital Abnormality	0.01	1.0		2018	2018
ZFPM2	0.731	1.0	DTO_05007542	C0018798	Congenital Abnormality	0.01	1.0		2007	2007
KCNE5	0.5	0.11854		C0018798	Congenital Abnormality	0.01	1.0		1999	1999
FXN	0.654	0.34491	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2011	2011
GAB1	0.654	0.18433	DTO_05007575	C0018798	Congenital Abnormality	0.01	1.0		2015	2015
NPHP4	0.423	1.743e-29		C0018798	Congenital Abnormality	0.01	1.0		2012	2012
B3GAT3	0.538	2.7099e-08	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2011	2011
RRDX	0.154			C0018798	Congenital Abnormality	0.01	1.0		2013	2013
GFAP	0.885	1.4601e-06		C0018798	Congenital Abnormality	0.01	1.0		2017	2017
GJA5	0.577	0.017871	DTO_05007527	C0018798	Congenital Abnormality	0.01	1.0		2004	2004
ANKRD1	0.692	2.6259e-10		C0018798	Congenital Abnormality	0.01	1.0		2008	2008
FOXP1	0.808	0.99998		C0018798	Congenital Abnormality	0.01	1.0		2013	2013
GLB1	0.808	7.9215e-10	DTO_05007624	C0018798	Congenital Abnormality	0.01	0.0		2000	2000
GNMT	0.462	0.0028153		C0018798	Congenital Abnormality	0.01	1.0		2017	2017
HPGDS	0.923	1.8063e-06		C0018798	Congenital Abnormality	0.01	1.0		2015	2015
GNG5	0.231	0.18814	DTO_05007584	C0018798	Congenital Abnormality	0.01	1.0		2014	2014
KANSL1	0.731	0.99972		C0018798	Congenital Abnormality	0.01	1.0		2017	2017
NEK8	0.5	6.4566e-09	DTO_03300101	C0018798	Congenital Abnormality	0.01	1.0		2016	2016
SH3PXD2B	0.577	0.0041589		C0018798	Congenital Abnormality	0.01	1.0		2010	2010
GRK5	0.769	0.67567	DTO_03300101	C0018798	Congenital Abnormality	0.01	1.0		2016	2016
REM1	0.885	5.3363e-08		C0018798	Congenital Abnormality	0.01	1.0		1996	1996
GRIN2A	0.808	0.99998	DTO_01300327	C0018798	Congenital Abnormality	0.01	1.0		2017	2017
SETD2	0.846	1.0	DTO_05007378	C0018798	Congenital Abnormality	0.01	1.0		2007	2007
ANKRD11	0.808	1.0		C0018798	Congenital Abnormality	0.01	1.0		2017	2017
GSTP1	0.923	0.014155		C0018798	Congenital Abnormality	0.01	1.0		2017	2017
GTF2H3	0.615	3.0414e-08	DTO_05007557	C0018798	Congenital Abnormality	0.01	1.0		1990	1990
SNX8	0.231	0.062391		C0018798	Congenital Abnormality	0.01	0.0		2019	2019
HNRNPA1	0.885	0.99911		C0018798	Congenital Abnormality	0.01	1.0		2018	2018
HOXA13	0.654	0.9551		C0018798	Congenital Abnormality	0.01	1.0		2011	2011
AIRE	0.808	4.0468e-12		C0018798	Congenital Abnormality	0.01	1.0		2011	2011
APOA1	0.885	0.00054909		C0018798	Congenital Abnormality	0.01	1.0		2020	2020
IRF8	0.808	0.94807	DTO_05007542	C0018798	Congenital Abnormality	0.01	1.0		2014	2014
ZC3H12D	0.5	0.15589		C0018798	Congenital Abnormality	0.01	1.0		1990	1990
IFNAR1	0.769	3.2501e-12	DTO_05007575	C0018798	Congenital Abnormality	0.01	1.0		2014	2014
IGF1	0.885	0.2716		C0018798	Congenital Abnormality	0.01	0.0		2018	2018
IGF1R	0.885	0.96799	DTO_03300101	C0018798	Congenital Abnormality	0.01	1.0		2011	2011
FASLG	0.885	0.18345	DTO_05007599	C0018798	Congenital Abnormality	0.01	1.0		2019	2019
ISL1	0.654	0.86857	DTO_05007542	C0018798	Congenital Abnormality	0.01	1.0		2019	2019
KCNJ6	0.692	0.54063	DTO_01300327	C0018798	Congenital Abnormality	0.01	1.0		2014	2014
LMNA	0.885	0.9994		C0018798	Congenital Abnormality	0.01	1.0		2013	2013
LOXL2	0.731	3.3844e-07		C0018798	Congenital Abnormality	0.01	1.0		2015	2015
LRP2	0.846	0.99999		C0018798	Congenital Abnormality	0.01	1.0		2017	2017
LRPAP1	0.731	4.4951e-07		C0018798	Congenital Abnormality	0.01	1.0		2002	2002
NANOGP1	0.269			C0018798	Congenital Abnormality	0.01	1.0		2016	2016
MIR10A	0.846			C0018798	Congenital Abnormality	0.01	1.0		2014	2014
MIR10B	0.808			C0018798	Congenital Abnormality	0.01	1.0		2014	2014
MIR320A	0.808			C0018798	Congenital Abnormality	0.01	1.0		2016	2016
SMAD2	0.808	0.99661	DTO_05007542	C0018798	Congenital Abnormality	0.01	1.0		2009	2009
SMAD4	0.808	0.99881	DTO_05007542	C0018798	Congenital Abnormality	0.01	1.0		2019	2019
MGST1	0.462	0.0026577		C0018798	Congenital Abnormality	0.01	1.0		2017	2017
MSX1	0.731	0.16517	DTO_05007542	C0018798	Congenital Abnormality	0.01	1.0		2015	2015
MSX2	0.769	0.26173	DTO_05007542	C0018798	Congenital Abnormality	0.01	1.0		2013	2013
NHS	0.846	0.99999		C0018798	Congenital Abnormality	0.01	1.0		2011	2011
NNMT	0.654	5.2791e-08	DTO_05007624	C0018798	Congenital Abnormality	0.01	1.0		2008	2008
NODAL	0.731	0.97028	DTO_05007599	C0018798	Congenital Abnormality	0.01	1.0		2009	2009
NONO	0.731	0.9935	DTO_05007557	C0018798	Congenital Abnormality	0.01	1.0		2019	2019
NPPA	0.769	0.00054522		C0018798	Congenital Abnormality	0.01	1.0		2005	2005
